,2,3,4,5,6,7,8,9,10
GMM,0.6052440157183983,0.549103365007252,0.39500399483248533,0.46229931815309067,0.426292648181013,0.42408803158684105,0.3626295166605381,0.3518613514541377,0.34367168851499064
Kmeans,0.5578442429126318,0.4736344838507512,0.4847629825648819,0.4168230690579588,0.42275292882584703,0.3983319012269407,0.3560032714637772,0.3421374135330705,0.37449777794036554
