,CreditCardF SSE (left),BreastC SSE (left)
2,16582.636127343816,9141.63575720669
3,14585.249046293047,7919.072250814875
4,12853.847187834912,7272.895476269666
5,11512.135331082078,6685.327054479292
6,10931.191693674953,6264.1731113653805
7,10455.05543610092,5898.006946526709
8,9757.223900342846,5695.428562200915
9,9441.635542459337,5519.51054882463
10,8865.017298786252,5271.695297270421
