,0
2,2.34208775546053
3,4.409968607137388
4,4.050022177303729
5,7.68802819210607
6,7.879876880517341
7,11.288190434584292
8,13.084088473464183
9,16.80633660203427
10,16.375187657871827
12,21.438864733575866
15,22.83331730451508
