,Discount,Epsilon,Policy,Iteration,Time,Reward,Value Function
10,0.9,0.001,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",55,0.0018553733825683594,1.5989323491148397,"(4.460720290173723, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.013211594807497, 5.505493341148101, 6.303157771916827, 7.28792867410044, 8.503695220006131, 10.004641572976121, 11.857661761827964, 14.145341007324063, 16.96963637213407, 20.456420773134067, 24.76109287313407, 30.075502873134084, 36.63650287313408, 44.73650287313408, 54.73650287313408)"
11,0.9,1e-06,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",87,0.0029430389404296875,1.5718960407332911,"(4.474643139169861, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.027129333047953, 5.519876158155632, 6.317540588924357, 7.302311491107968, 8.518078037013662, 10.019024389983652, 11.872044578835496, 14.159723824331598, 16.9840191891416, 20.470803590141596, 24.775475690141594, 30.089885690141607, 36.6508856901416, 44.7508856901416, 54.7508856901416)"
12,0.9,1e-09,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",120,0.003997802734375,1.5926423395667264,"(4.475122825121185, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.027609012960728, 5.5203563865335985, 6.318020817302323, 7.3027917194859375, 8.518558265391627, 10.019504618361621, 11.87252480721346, 14.160204052709561, 16.98449941751956, 20.471283818519563, 24.775955918519568, 30.090365918519566, 36.651365918519566, 44.75136591851957, 54.75136591851957)"
13,0.9,1e-12,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",153,0.005104780197143555,1.5779267903442287,"(4.475137648839068, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.027623836684378, 5.5203712107752665, 6.318035641543993, 7.302806543727604, 8.518573089633296, 10.01951944260329, 11.872539631455131, 14.160218876951232, 16.984514241761232, 20.471298642761234, 24.77597074276123, 30.090380742761234, 36.65138074276123, 44.751380742761235, 54.751380742761235)"
14,0.9,1e-15,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",186,0.006056070327758789,1.5962195923898,"(4.4751381069387985, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.027624294784101, 5.520371668875493, 6.3180360996442175, 7.302807001827832, 8.518573547733522, 10.019519900703514, 11.87254008955536, 14.160219335051456, 16.984514699861457, 20.471299100861458, 24.77597120086146, 30.09038120086146, 36.65138120086146, 44.75138120086146, 54.75138120086146)"
15,0.95,0.001,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",78,0.002620697021484375,1.5033798482600438,"(9.044965623188483, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.584046520335045, 9.977612917297133, 10.674919797574706, 11.490483400238528, 12.444358958909676, 13.560002887180012, 14.864849586911411, 16.390986077825318, 18.17594103795855, 20.26360765799741, 22.705323003072102, 25.561130424212095, 28.901256062972326, 32.807835757428734, 37.37693481527248, 42.72091032152248, 48.97117407152247, 56.28142407152247, 64.83142407152248, 74.83142407152248)"
16,0.95,1e-06,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",122,0.00408482551574707,1.4984576459561394,"(9.200182096711886, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 9.739265651962386, 10.133153771159378, 10.830460651436951, 11.646024254100777, 12.599899812771925, 13.71554374104226, 15.020390440773657, 16.54652693168756, 18.331481891820797, 20.419148511859653, 22.860863856934344, 25.716671278074347, 29.056796916834585, 32.96337661129098, 37.53247566913473, 42.87645117538473, 49.12671492538473, 56.43696492538474, 64.98696492538474, 74.98696492538474)"
17,0.95,1e-09,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",166,0.005401611328125,1.51921880305351,"(9.216429349350836, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 9.755512907299577, 10.149401353076978, 10.846708233354551, 11.66227183601838, 12.616147394689525, 13.731791322959861, 15.036638022691253, 16.562774513605163, 18.347729473738397, 20.43539609377725, 22.87711143885194, 25.732918859991944, 29.07304449875216, 32.979624193208565, 37.54872325105232, 42.892698757302306, 49.14296250730231, 56.45321250730231, 65.00321250730231, 75.00321250730231)"
18,0.95,1e-12,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",210,0.0068209171295166016,1.4773766434109048,"(9.218130013670432, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 9.757213571621909, 10.151102017730825, 10.848408898008396, 11.66397250067222, 12.617848059343363, 13.733491987613702, 15.038338687345101, 16.564475178259013, 18.349430138392236, 20.437096758431103, 22.878812103505805, 25.7346195246458, 29.074745163406025, 32.981324857862425, 37.55042391570618, 42.89439942195619, 49.144663171956175, 56.454913171956186, 65.00491317195618, 75.00491317195618)"
19,0.95,1e-15,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",254,0.008150815963745117,1.525080534873197,"(9.218308028930554, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 9.757391586882038, 10.151280032991288, 10.848586913268862, 11.664150515932683, 12.618026074603824, 13.733670002874169, 15.038516702605568, 16.564653193519472, 18.349608153652703, 20.437274773691563, 22.87899011876625, 25.73479753990625, 29.074923178666474, 32.981502873122885, 37.55060193096665, 42.894577437216654, 49.14484118721664, 56.455091187216645, 65.00509118721664, 75.00509118721664)"
20,0.99,0.001,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",120,0.004136800765991211,1.3825619881458866,"(32.93675083432601, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.46557105284906, 33.736823368848924, 34.36353087580335, 35.06690630448396, 35.85632878336233, 36.74232483148615, 37.736708723881044, 38.852740028476866, 40.10530041522866, 41.511092095084756, 43.08886053487834, 44.8596444179239, 46.84705618340714, 49.07759688540852, 51.581009570034105, 54.390675882745164, 57.544061194429894, 61.08321418173035, 65.05532752325725, 69.51336718827059, 74.51677870904876, 80.13227985470327, 86.4347502763133, 93.50822998631328, 101.4470399863133, 110.3570399863133, 120.3570399863133)"
21,0.99,1e-06,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",180,0.0059206485748291016,1.3868531592930762,"(39.358602142067994, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 39.88742287133791, 40.158759109142586, 40.785466616097004, 41.48884204477761, 42.278264523655956, 43.16426057177981, 44.15864446417469, 45.27467576877052, 46.52723615552232, 47.933027835378404, 49.510796275172005, 51.28158015821757, 53.2689919237008, 55.499532625702166, 58.002945310327746, 60.81261162303881, 63.96599693472354, 67.50514992202399, 71.4772632635509, 75.93530292856423, 80.9387144493424, 86.55421559499689, 92.85668601660691, 99.9301657266069, 107.86897572660693, 116.77897572660694, 126.77897572660694)"
22,0.99,1e-09,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",240,0.007944345474243164,1.4053603707369782,"(42.87236087368203, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.40118160345415, 43.6725179237746, 44.299225430729024, 45.00260085940964, 45.792023338287976, 46.678019386411826, 47.672403278806705, 48.78843458340254, 50.040994970154316, 51.44678665001041, 53.02455508980401, 54.79533897284958, 56.78275073833282, 59.0132914403342, 61.51670412495976, 64.32637043767085, 67.47975574935555, 71.01890873665602, 74.99102207818292, 79.44906174319627, 84.45247326397445, 90.06797440962897, 96.37044483123898, 103.44392454123897, 111.38273454123897, 120.29273454123899, 130.29273454123899)"
23,0.99,1e-12,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",300,0.00963592529296875,1.4030556348504593,"(44.794937303573136, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.32375803334575, 45.59509435374733, 46.221801860701746, 46.92517728938237, 47.7145997682607, 48.60059581638455, 49.594979708779434, 50.71101101337529, 51.963571400127044, 53.36936307998314, 54.94713151977673, 56.7179154028223, 58.705327168305516, 60.93586787030691, 63.43928055493249, 66.24894686764357, 69.4023321793283, 72.94148516662875, 76.91359850815563, 81.37163817316898, 86.37504969394713, 91.99055083960165, 98.29302126121165, 105.36650097121165, 113.30531097121164, 122.21531097121164, 132.21531097121164)"
24,0.99,1e-15,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",360,0.011847496032714844,1.4057831392847913,"(45.84688776769209, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.375708497464686, 46.647044817866366, 47.27375232482078, 47.977127753501385, 48.76655023237972, 49.652546280503586, 50.646930172898486, 51.7629614774943, 53.015521864246075, 54.42131354410217, 55.99908198389577, 57.76986586694134, 59.757277632424554, 61.98781833442593, 64.49123101905151, 67.3008973317626, 70.45428264344729, 73.99343563074777, 77.96554897227468, 82.42358863728803, 87.42700015806619, 93.04250130372068, 99.3449717253307, 106.4184514353307, 114.35726143533068, 123.26726143533068, 133.26726143533068)"
25,0.9999,0.001,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",175,0.005710124969482422,1.3642221658125455,"(81.92837434705581, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.45471507354124, 82.99011874113572, 83.63454914693985, 84.35065454170619, 85.14640677778127, 86.03066435473352, 87.01327103423726, 88.10516542312479, 89.31850274450974, 90.66679015256713, 92.16503709732538, 93.82992241336613, 95.67997999250272, 97.73580510738812, 100.02028368289618, 102.55884706757686, 105.37975514136284, 108.51441091114644, 111.9977100963801, 115.86842959636749, 120.16965916375464, 124.94928108971072, 130.26050324076593, 136.16245138119686, 142.7208273748306, 150.0086405935233, 158.10702067452328, 167.10612067452328, 177.10612067452328)"
26,0.9999,1e-06,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",241,0.007868528366088867,1.3594240179958692,"(112.54952957694253, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.07587029834997, 113.61127488419628, 114.25570529000042, 114.97181068476677, 115.76756292084184, 116.65182049779409, 117.63442717729787, 118.72632156618536, 119.93965888757029, 121.28794629562773, 122.78619324038596, 124.45107855642675, 126.30113613556325, 128.35696125044873, 130.64143982595675, 133.1800032106375, 136.00091128442344, 139.13556705420706, 142.61886623944062, 146.48958573942804, 150.79081530681523, 155.57043723277135, 160.88165938382653, 166.7836075242575, 173.34198351789124, 180.62979673658396, 188.72817681758394, 197.72727681758397, 207.72727681758397)"
