,Discount,Epsilon,Policy,Iteration,Time,Reward,Value Function
10,0.9,0.001,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",15,0.0025560855865478516,1.5804904637451802,"(4.475083961422516, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.027570149195592, 5.520317516786496, 6.3179819475552215, 7.30275284973883, 8.518519395644525, 10.019465748614516, 11.872485937466358, 14.160165182962455, 16.98446054777246, 20.471244948772462, 24.775917048772463, 30.090327048772473, 36.65132704877247, 44.751327048772474, 54.751327048772474)"
11,0.9,1e-06,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",15,0.002529144287109375,1.5911602682775396,"(4.475138064076719, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.027624251922022, 5.520371626013404, 6.3180360567821285, 7.302806958965744, 8.518573504871437, 10.019519857841429, 11.872540046693274, 14.160219292189373, 16.984514656999373, 20.47129905799937, 24.775971157999372, 30.09038115799938, 36.651381157999374, 44.751381157999376, 54.751381157999376)"
12,0.9,1e-09,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",15,0.003099679946899414,1.5779235147377104,"(4.475138121492078, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.027624309337383, 5.520371683428773, 6.3180361141975, 7.3028070163811085, 8.518573562286802, 10.019519915256794, 11.872540104108637, 14.160219349604743, 16.984514714414747, 20.471299115414737, 24.77597121541474, 30.09038121541474, 36.65138121541474, 44.75138121541474, 54.75138121541474)"
13,0.9,1e-12,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",15,0.0037941932678222656,1.5853385880260744,"(4.4751381215469115, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.027624309392214, 5.520371683483605, 6.31803611425233, 7.302807016435938, 8.518573562341633, 10.019519915311625, 11.87254010416347, 14.160219349659567, 16.984514714469565, 20.471299115469563, 24.775971215469568, 30.09038121546957, 36.65138121546957, 44.75138121546957, 54.75138121546957)"
14,0.9,1e-15,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",15,0.004137754440307617,1.5630682164523122,"(4.475138121546961, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.027624309392265, 5.520371683483653, 6.3180361142523775, 7.302807016435988, 8.51857356234168, 10.01951991531167, 11.87254010416351, 14.16021934965961, 16.984514714469608, 20.471299115469606, 24.775971215469603, 30.090381215469602, 36.6513812154696, 44.7513812154696, 54.7513812154696)"
15,0.95,0.001,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",20,0.0034723281860351562,1.5125205976321474,"(9.218182684634543, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 9.757266242586022, 10.151154688695144, 10.848461568972715, 11.664025171636538, 12.617900730307683, 13.733544658578028, 15.03839135830942, 16.564527849223328, 18.349482809356562, 20.437149429395422, 22.878864774470124, 25.73467219561012, 29.074797834370333, 32.98137752882674, 37.55047658667049, 42.894452092920496, 49.14471584292049, 56.45496584292049, 65.0049658429205, 75.0049658429205)"
16,0.95,1e-06,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",20,0.0047991275787353516,1.5025152911353863,"(9.218328697254595, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 9.757412255206077, 10.151300701315323, 10.848607581592898, 11.664171184256725, 12.61804674292786, 13.733690671198199, 15.038537370929593, 16.564673861843506, 18.349628821976737, 20.437295442015607, 22.879010787090294, 25.73481820823029, 29.074943846990518, 32.98152354144692, 37.55062259929066, 42.89459810554066, 49.14486185554067, 56.45511185554068, 65.00511185554068, 75.00511185554068)"
17,0.95,1e-09,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",20,0.005204200744628906,1.503280304064852,"(9.21832884082159, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 9.757412398773075, 10.151300844882318, 10.84860772515989, 11.664171327823722, 12.618046886494865, 13.733690814765206, 15.0385375144966, 16.564674005410502, 18.349628965543726, 20.437295585582593, 22.87901093065729, 25.73481835179729, 29.07494399055751, 32.98152368501392, 37.55062274285766, 42.894598249107666, 49.14486199910767, 56.45511199910768, 65.00511199910768, 75.00511199910768)"
18,0.95,1e-12,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",20,0.0066890716552734375,1.5113140883210987,"(9.218328840970212, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 9.757412398921694, 10.151300845030942, 10.848607725308515, 11.66417132797234, 12.618046886643484, 13.733690814913826, 15.038537514645219, 16.564674005559137, 18.34962896569236, 20.43729558573122, 22.879010930805915, 25.734818351945904, 29.074943990706124, 32.98152368516253, 37.55062274300628, 42.89459824925626, 49.14486199925625, 56.45511199925623, 65.00511199925621, 75.00511199925621)"
19,0.95,1e-15,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",20,0.0072400569915771484,1.491933203741668,"(9.21832884097033, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 9.757412398921813, 10.151300845031061, 10.848607725308632, 11.66417132797246, 12.6180468866436, 13.733690814913942, 15.038537514645334, 16.564674005559244, 18.34962896569247, 20.437295585731334, 22.87901093080603, 25.73481835194602, 29.074943990706245, 32.98152368516265, 37.55062274300639, 42.89459824925638, 49.14486199925638, 56.45511199925637, 65.00511199925636, 75.00511199925636)"
20,0.99,0.001,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",27,0.010239124298095703,1.3991586069321742,"(47.11733298718183, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.64615371695443, 47.917490037356124, 48.544197544310535, 49.24757297299113, 50.03699545186949, 50.922991499993316, 51.91737539238822, 53.033406696984045, 54.28596708373583, 55.69175876359194, 57.269527203385515, 59.040311086431075, 61.02772285191432, 63.25826355391571, 65.76167623854127, 68.57134255125234, 71.72472786293706, 75.26388085023753, 79.2359941917644, 83.69403385677775, 88.69744537755594, 94.31294652321047, 100.61541694482044, 107.68889665482043, 115.62770665482043, 124.53770665482045, 134.53770665482045)"
21,0.99,1e-06,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",27,0.015261411666870117,1.400310319225413,"(47.11792642681498, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.6467471565876, 47.91808347698927, 48.54479098394369, 49.24816641262429, 50.03758889150263, 50.92358493962648, 51.91796883202139, 53.03400013661721, 54.28656052336899, 55.69235220322509, 57.27012064301868, 59.040904526064246, 61.028316291547476, 63.258856993548854, 65.76226967817442, 68.5719359908855, 71.72532130257022, 75.26447428987066, 79.23658763139758, 83.69462729641093, 88.69803881718906, 94.31353996284356, 100.61601038445357, 107.68949009445359, 115.62830009445356, 124.53830009445359, 134.53830009445358)"
22,0.99,1e-09,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",27,0.022195100784301758,1.3731623044664811,"(47.11792702214747, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.64674775192008, 47.918084072321754, 48.544791579276186, 49.24816700795677, 50.037589486835124, 50.92358553495896, 51.91796942735387, 53.034000731949675, 54.28656111870146, 55.69235279855757, 57.270121238351145, 59.040905121396726, 61.02831688687994, 63.258857588881334, 65.76227027350693, 68.571936586218, 71.72532189790269, 75.26447488520316, 79.23658822673003, 83.6946278917434, 88.69803941252158, 94.31354055817609, 100.61601097978605, 107.68949068978608, 115.62830068978609, 124.53830068978608, 134.53830068978607)"
23,0.99,1e-12,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",27,0.03922748565673828,1.4056666245563334,"(47.117927022739146, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.91808407291342, 48.544791579867834, 49.24816700854844, 50.037589487426786, 50.92358553555063, 51.917969427945515, 53.034000732541344, 54.286561119293125, 55.69235279914921, 57.2701212389428, 59.04090512198836, 61.02831688747159, 63.25885758947297, 65.76227027409853, 68.5719365868096, 71.72532189849431, 75.26447488579477, 79.23658822732166, 83.694627892335, 88.69803941311318, 94.31354055876768, 100.61601098037768, 107.68949069037767, 115.62830069037766, 124.53830069037765, 134.53830069037764)"
24,0.99,1e-15,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",27,0.027507781982421875,1.4291240687893607,"(47.117927022739146, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.64674775251175, 47.91808407291342, 48.544791579867834, 49.24816700854844, 50.037589487426786, 50.92358553555063, 51.917969427945515, 53.034000732541344, 54.286561119293125, 55.69235279914921, 57.2701212389428, 59.04090512198836, 61.02831688747159, 63.25885758947297, 65.76227027409853, 68.5719365868096, 71.72532189849431, 75.26447488579477, 79.23658822732166, 83.694627892335, 88.69803941311318, 94.31354055876768, 100.61601098037768, 107.68949069037767, 115.62830069037766, 124.53830069037765, 134.53830069037764)"
25,0.9999,0.001,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",29,1.0969839096069336,1.3423511837006725,"(4736.591791547418, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.118132268823, 4737.6535368555415, 4738.297967261345, 4739.014072656111, 4739.809824892187, 4740.694082469139, 4741.676689148644, 4742.768583537531, 4743.981920858914, 4745.3302082669725, 4746.82845521173, 4748.493340527771, 4750.343398106908, 4752.399223221794, 4754.683701797302, 4757.222265181983, 4760.043173255769, 4763.1778290255525, 4766.661128210786, 4770.531847710774, 4774.833077278161, 4779.612699204116, 4784.923921355171, 4790.825869495603, 4797.384245489237, 4804.67205870793, 4812.77043878893, 4821.76953878893, 4831.76953878893)"
26,0.9999,1e-06,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",29,1.5393822193145752,1.36781067205306,"(4736.592784993906, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.11912571531, 4737.654530302032, 4738.298960707836, 4739.0150661026, 4739.810818338676, 4740.695075915628, 4741.677682595132, 4742.769576984018, 4743.982914305404, 4745.331201713461, 4746.82944865822, 4748.4943339742595, 4750.344391553395, 4752.400216668282, 4754.68469524379, 4757.223258628471, 4760.044166702256, 4763.1788224720385, 4766.662121657273, 4770.53284115726, 4774.834070724648, 4779.613692650603, 4784.924914801659, 4790.82686294209, 4797.385238935723, 4804.673052154416, 4812.771432235416, 4821.770532235416, 4831.770532235416)"
