,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.005882549285888672,0.0004482846375103102,0.0009306907653808594,1.4026309080225309e-05,0.001,"(5,)",1,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 1}",0.6772151898734177,0.6075949367088608,0.6252839987017201,0.6764849074975656,0.6228497241155468,0.6418857513794223,0.02918602174028538,334
1,0.007518386840820313,0.00021488880139267674,0.0009284019470214844,2.1331735434899343e-05,0.001,"(5,)",2,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2}",0.6772151898734177,0.6075949367088608,0.6252839987017201,0.6764849074975656,0.6228497241155468,0.6418857513794223,0.02918602174028538,334
2,0.01105499267578125,0.0001290584235749593,0.0009175300598144531,1.574617090355071e-05,0.001,"(5,)",4,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 4}",0.6772151898734177,0.6075949367088608,0.6252839987017201,0.6764849074975656,0.6228497241155468,0.6418857513794223,0.02918602174028538,334
3,0.018081092834472658,0.0002528058494330389,0.0009326934814453125,3.532813102720614e-05,0.001,"(5,)",8,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 8}",0.6962025316455697,0.620253164556962,0.6761603375527424,0.6954722492697176,0.6484096072703667,0.6672995780590716,0.029249920368372657,331
4,0.03286871910095215,0.0013946615958124794,0.0009290695190429688,3.592688740115978e-05,0.001,"(5,)",16,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 16}",0.7088607594936709,0.6708860759493671,0.7015579357351508,0.7081304771178188,0.6802174618630314,0.6939305420318078,0.015503694200746425,322
5,0.052605485916137694,0.008765683485909254,0.0008868694305419922,5.5254996124297255e-05,0.001,"(5,)",32,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 32}",0.7088607594936709,0.7531645569620253,0.7461863031483283,0.7081304771178188,0.7314183706588768,0.7295520934761439,0.018572804328859816,265
6,0.060515308380126955,0.015547168955812674,0.0008607387542724609,7.15477273329377e-05,0.001,"(5,)",64,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 64}",0.7088607594936709,0.7531645569620253,0.7461863031483283,0.7081304771178188,0.7314183706588768,0.7295520934761439,0.018572804328859816,265
7,0.05965337753295898,0.014992733872960101,0.0008158683776855469,4.808731931869014e-06,0.001,"(5,)",128,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 128}",0.7088607594936709,0.7531645569620253,0.7461863031483283,0.7081304771178188,0.7314183706588768,0.7295520934761439,0.018572804328859816,265
8,0.05963139533996582,0.01501214684159157,0.0008226871490478515,2.4920205151464588e-05,0.001,"(5,)",256,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 256}",0.7088607594936709,0.7531645569620253,0.7461863031483283,0.7081304771178188,0.7314183706588768,0.7295520934761439,0.018572804328859816,265
9,0.06008381843566894,0.015058054622008358,0.0008392810821533203,5.521053636133714e-05,0.001,"(5,)",512,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 512}",0.7088607594936709,0.7531645569620253,0.7461863031483283,0.7081304771178188,0.7314183706588768,0.7295520934761439,0.018572804328859816,265
10,0.05938200950622559,0.014851680173406809,0.000821685791015625,2.9346450816569154e-05,0.001,"(5,)",1024,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 1024}",0.7088607594936709,0.7531645569620253,0.7461863031483283,0.7081304771178188,0.7314183706588768,0.7295520934761439,0.018572804328859816,265
11,0.059349870681762694,0.015034424511415612,0.0008226871490478515,2.6489838470739776e-05,0.001,"(5,)",2048,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2048}",0.7088607594936709,0.7531645569620253,0.7461863031483283,0.7081304771178188,0.7314183706588768,0.7295520934761439,0.018572804328859816,265
12,0.059297704696655275,0.015029919329477412,0.0008218288421630859,2.896447220791177e-05,0.001,"(5,)",2100,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2100}",0.7088607594936709,0.7531645569620253,0.7461863031483283,0.7081304771178188,0.7314183706588768,0.7295520934761439,0.018572804328859816,265
13,0.05993351936340332,0.015262231154381932,0.000861358642578125,0.00010985746550399118,0.001,"(5,)",2200,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2200}",0.7088607594936709,0.7531645569620253,0.7461863031483283,0.7081304771178188,0.7314183706588768,0.7295520934761439,0.018572804328859816,265
14,0.05958447456359863,0.01476455184489178,0.0008106708526611328,7.036216603474437e-06,0.001,"(5,)",2300,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2300}",0.7088607594936709,0.7531645569620253,0.7461863031483283,0.7081304771178188,0.7314183706588768,0.7295520934761439,0.018572804328859816,265
15,0.05968489646911621,0.014874974300267579,0.0008218288421630859,3.1966944013222754e-05,0.001,"(5,)",2400,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2400}",0.7088607594936709,0.7531645569620253,0.7461863031483283,0.7081304771178188,0.7314183706588768,0.7295520934761439,0.018572804328859816,265
