,2,3,4,5,6,7,8,9,10
GMM,0.8226213840322402,0.3017016799155117,0.760178258943392,0.67068992424135,0.6708072075455729,0.47210995072573714,0.5465413468674525,0.7680214969269785,0.7146960194723314
Kmeans,0.8387260624348145,0.6536076987088961,0.5413088663081271,0.6263195177714267,0.7596347107661608,0.6908329416575384,0.5911331014372948,0.6986158563753069,0.7060104119385547
