,0,1,2,3,4,5,6,7,8,9
2,0.5170375955552972,0.7221558141864822,0.7784369014432457,0.7619875139346965,0.7743953652301311,0.698166447129088,0.6018374222808466,0.5891251203724417,0.4874143857811857,0.6321752460134491
3,0.8409932325321072,0.8123278072857738,0.8889242085452496,0.6835382646174774,0.47584561959803573,0.8525406765983615,0.6618342455847033,0.7918198617811621,0.8067409699636782,0.7289394985392696
4,0.7688812045756492,0.7658095530893978,0.8068978331858709,0.8674692490964758,0.8633861799968746,0.8014012109080638,0.7418395160341698,0.78526870005327,0.8574354464635167,0.8532992037307974
5,0.7948777071306677,0.8754473385083041,0.869354099744316,0.8175237541280151,0.8491444782456674,0.852851075253435,0.900498427454832,0.7511458399136444,0.7887919029619586,0.8262202130484123
6,0.842649134416396,0.9089836024569188,0.8819977362205638,0.8072200105784937,0.7904020266051213,0.8845043729285857,0.84703791735783,0.8902922070754348,0.9133764872647331,0.870867287750081
7,0.902589314876409,0.8592567469104365,0.8925416307831552,0.7779913467797424,0.8473074387335991,0.9159213576730021,0.9149325930667327,0.8581308023860447,0.9334867476175011,0.7618007573968686
8,0.9327370638777228,0.8760261156661248,0.913321415838894,0.8993915500196736,0.8661764484820381,0.9054919390765881,0.9369267395831764,0.8712427811213304,0.9373670477278697,0.8808476195065461
9,0.9117903916352806,0.887949575178811,0.9056746757656957,0.9261003742544022,0.8955263604593827,0.9140223488257526,0.9181966213804029,0.905099012713934,0.923084363489915,0.8811866067892299
10,0.8748313396083415,0.9057767000954311,0.878225306579331,0.8991110628716317,0.9231336370620132,0.9087330974450722,0.9338738582890277,0.9257462741694408,0.9345165323201341,0.8230546828074178
12,0.9430301241389235,0.8730313679981035,0.9275021574699827,0.9300864124089853,0.9430429645097188,0.9162039108982334,0.8904806349298543,0.9336055982535094,0.9353522419276133,0.935438277674212
15,0.9519653278045749,0.9685025230214185,0.9569976643182148,0.9002644175274258,0.9267028048594104,0.9233334644419359,0.9427129579894123,0.9576308088469334,0.9186553391862855,0.930788572237074
