,CreditCardF log-likelihood,BreastC log-likelihood
2,-2.9277898305883,-18.958783417668155
3,-2.094262519764794,-18.25598480283863
4,-1.2523591061548263,-17.66635958817459
5,-1.1502489547777295,-17.85839024788214
6,-1.1419685681576082,-16.69034146965028
7,-1.0536579371107637,-15.86879720568469
8,-0.9707970451503347,-16.092121767107177
9,-0.9018021657803204,-15.20844832206647
10,-0.9055993346381794,-14.851914102513435
