,CreditCardF SSE (left),BreastC SSE (left)
2,1742.9631213567166,6465.066387630538
3,1150.8674051267742,6233.078963360607
4,578.8872766208194,5977.998239763683
5,442.9393121622692,5708.022249198744
6,385.2663738285135,5557.377465527497
7,340.57650644305403,5336.590710216152
8,293.06615220752064,5124.406067000164
9,260.4898682694264,5009.839304428134
10,226.4797293056067,4774.056873235494
