,2,3,4,5,6,7,8,9,10
GMM,0.10987925806271699,0.15166354252504463,0.27419209454991184,0.612196681868882,0.5993447340380048,0.5782383208766726,0.2750379143898044,0.5853380741925508,0.612327935259948
Kmeans,0.7748095717233315,0.20124712668181013,0.5504101308126967,0.3960917332523709,0.7514152271487351,0.6186976077217766,0.5230780155950139,0.4834808180776526,0.47037995461696447
