,2,3,4,5,6,7,8,9,10
GMM,0.3019583342047998,0.7265879947998044,0.7265879947998044,0.7265879947998044,0.7265879947998044,0.7396628092971917,0.5369428624009394,0.5369428624009394,0.5557615476534804
Kmeans,0.22632938934656543,0.6302314149174021,0.6302314149174021,0.6796533354261683,0.6880715881295569,0.6754636295485156,0.7136285490425136,0.7136285490425136,0.7352950475509751
