,CreditCardF SSE (left),BreastC SSE (left)
2,2672.964977805863,2403.2557766512105
3,1547.1423466514086,1828.1866691732994
4,1292.436395550138,1641.790970127408
5,1070.6123431567348,1396.470278753016
6,957.2189742778896,1270.334463978986
7,867.2958600927993,1167.4665991298973
8,780.5068109362869,1074.7231285422442
9,721.4067166825922,1028.6456315245305
10,679.9144987335791,957.2415411517752
