,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.007410287857055664,0.003200008385327483,0.0009219646453857422,8.171241600185793e-05,0.001,"(5,)",1,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 1}",0.2468354430379747,0.3037974683544304,0.20918532943849394,0.2600616682895164,0.36400519311911717,0.27677702044790653,0.053072396708107226,394
1,0.007358741760253906,0.00012106682286108172,0.0008924961090087891,2.323846211775217e-05,0.001,"(5,)",2,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2}",0.2721518987341772,0.3291139240506329,0.22192469977280097,0.2919506653683868,0.38940279130152544,0.3009087958455047,0.05616477749333042,391
2,0.010904216766357422,0.00020427653769423683,0.000882720947265625,1.705557930458691e-05,0.001,"(5,)",4,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 4}",0.3227848101265823,0.35443037974683544,0.2473222979552093,0.33033106134371953,0.45309964297306066,0.34159363842908147,0.06628133112193536,388
3,0.01814112663269043,0.00013135453891048913,0.0008679389953613281,1.5568568913759715e-06,0.001,"(5,)",8,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 8}",0.3670886075949367,0.4050632911392405,0.3623823433950015,0.4704641350210971,0.5487666342096722,0.4307530022719897,0.07055757193993169,376
4,0.03231992721557617,0.0003341313551074994,0.0008892536163330079,2.5153510375996333e-05,0.001,"(5,)",16,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 16}",0.620253164556962,0.620253164556962,0.6428919182083738,0.6939305420318078,0.6884939954560206,0.6531645569620252,0.032192798480572854,346
5,0.060021066665649415,0.0002907102799279943,0.000881195068359375,1.034967335239652e-05,0.001,"(5,)",32,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 32}",0.8544303797468354,0.8354430379746836,0.809071729957806,0.8408795845504707,0.8404738721194417,0.8360597208698476,0.014892473776981214,316
6,0.09992752075195313,0.012297890551122046,0.0008006095886230469,4.917506736590613e-05,0.001,"(5,)",64,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 64}",0.8734177215189873,0.8354430379746836,0.9111489776046737,0.8984096072703668,0.8591366439467705,0.8755111976630964,0.027101123940890617,152
7,0.10408368110656738,0.018402997007208335,0.000762176513671875,2.0301394510117283e-05,0.001,"(5,)",128,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 128}",0.8734177215189873,0.8354430379746836,0.9111489776046737,0.8984096072703668,0.8591366439467705,0.8755111976630964,0.027101123940890617,152
8,0.10271430015563965,0.017727223755249294,0.0007722377777099609,4.47218857082447e-05,0.001,"(5,)",256,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 256}",0.8734177215189873,0.8354430379746836,0.9111489776046737,0.8984096072703668,0.8591366439467705,0.8755111976630964,0.027101123940890617,152
9,0.10253500938415527,0.017489451840465377,0.0008255958557128907,0.00015225862203049716,0.001,"(5,)",512,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 512}",0.8734177215189873,0.8354430379746836,0.9111489776046737,0.8984096072703668,0.8591366439467705,0.8755111976630964,0.027101123940890617,152
10,0.10222649574279785,0.018271639378534887,0.0007444381713867188,2.4388717370117995e-06,0.001,"(5,)",1024,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 1024}",0.8734177215189873,0.8354430379746836,0.9111489776046737,0.8984096072703668,0.8591366439467705,0.8755111976630964,0.027101123940890617,152
11,0.10254073143005371,0.017455189966286606,0.0008144855499267578,0.00012203290485373958,0.001,"(5,)",2048,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2048}",0.8734177215189873,0.8354430379746836,0.9111489776046737,0.8984096072703668,0.8591366439467705,0.8755111976630964,0.027101123940890617,152
12,0.10199446678161621,0.01815715306122899,0.0007535457611083984,1.3300765463512284e-05,0.001,"(5,)",2100,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2100}",0.8734177215189873,0.8354430379746836,0.9111489776046737,0.8984096072703668,0.8591366439467705,0.8755111976630964,0.027101123940890617,152
13,0.102423095703125,0.01762884045428719,0.0008031368255615234,0.00011701078644955192,0.001,"(5,)",2200,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2200}",0.8734177215189873,0.8354430379746836,0.9111489776046737,0.8984096072703668,0.8591366439467705,0.8755111976630964,0.027101123940890617,152
14,0.10159549713134766,0.018024644799230542,0.0007674217224121094,3.2642072168315964e-05,0.001,"(5,)",2300,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2300}",0.8734177215189873,0.8354430379746836,0.9111489776046737,0.8984096072703668,0.8591366439467705,0.8755111976630964,0.027101123940890617,152
15,0.10258264541625976,0.017928267436816945,0.0008236885070800782,0.00011039510377336237,0.001,"(5,)",2400,"{'alpha': 0.001, 'hidden_layer_sizes': (5,), 'max_iter': 2400}",0.8734177215189873,0.8354430379746836,0.9111489776046737,0.8984096072703668,0.8591366439467705,0.8755111976630964,0.027101123940890617,152
